,station_id,lat,lon,distrito
502,514.0,41.4095069,2.1885055,Sant Martí
503,515.0,41.4352071,2.1948002,Sant Andreu
504,516.0,41.4354601,2.2001569,Sant Andreu
505,517.0,41.462095,2.178959,Nou Barris
506,518.0,41.4246885,2.1570492,Horta-Guinardó
507,519.0,41.4246548,2.166289,Horta-Guinardó
508,526.0,41.3683855,2.1645038,Sants-Montjuïc
509,537.0,41.3653602,2.1476099,Sants-Montjuïc
510,538.0,41.3663147,2.1522059,Sants-Montjuïc
511,539.0,41.3721749,2.1602153,Sants-Montjuïc
512,540.0,41.3693483,2.1426008,Sants-Montjuïc
513,541.0,41.3614158,2.1476169,Sants-Montjuïc
